Year,Player,Pos,TRB,AST,PTS,PPG,RPG,APG,
1954,Paul Hoffman,PG,486,285,723,10,7,4,
1954,Jim Holstein,SF,204,79,240,3,3,1,
1954,Red Holzman*,PG,46,75,196,4,1,1,
1954,Bob Houbregs*,PF,375,123,608,9,5,2,
1954,Bob Houbregs*,C-F,46,9,64,6,4,1,
1954,Bob Houbregs*,PF,329,114,544,9,6,2,
1954,Mel Hutchins,PF,695,210,741,10,10,3,
1954,Neil Johnston*,C,797,203,1759,24,11,3,
1954,Billy Kenville,PG,247,122,434,6,3,2,
1954,George King,PG,268,272,817,11,4,4,
1954,Dick Knostman,C,17,6,13,3,3,1,
1954,Bob Lavoy,PF,317,78,364,5,5,1,
1954,Bob Lavoy,PF,30,10,41,5,4,1,
1954,Bob Lavoy,PF,287,68,323,5,5,1,
1954,Earl Lloyd*,SF,529,115,654,9,7,2,
1954,Don Lofgran,SF,64,26,102,5,3,1,
1954,Clyde Lovellette*,C,419,51,588,8,6,1,
1954,Jim Luisi,PG,25,35,89,3,1,1,
1954,Ed Macauley*,C,571,271,1344,19,8,4,
1954,Mo Mahoney,F,2,1,0,0,1,1,
1954,Slater Martin*,PG,166,253,684,10,2,4,
1954,Al Masino,PG,28,22,82,3,1,1,
1954,Al Masino,PG,7,7,23,2,1,1,
1954,Al Masino,PG,21,15,59,4,1,1,
1954,Alfred McGuire*,PG,121,103,174,3,2,2,
1954,Dick McGuire*,PG,310,354,622,9,5,5,
1954,Jack McMahon,PG,211,238,711,10,3,3,
1954,Monk Meineke,PF,372,81,406,6,5,1,
1954,Ed Mikan,C,20,3,21,2,2,0,
1954,George Mikan*,C,1028,174,1306,18,14,2,
1954,Vern Mikkelsen*,PF,615,119,797,11,9,2,
1954,Eddie Miller,C,537,95,719,10,7,1,
1954,Jack Molinas,SF,228,51,370,12,7,2,
1954,Ken Murray,SG,65,56,149,3,1,1,
1954,Jim Neal,C,257,24,312,5,4,0,
1954,Jack Nichols,C-F,363,104,439,6,5,1,
1954,Paul Nolen,C,1,0,0,0,1,0,
1954,Mike Novak,PF,2,2,1,0,0,0,
1954,Wally Osterkorn,PF,487,151,615,9,7,2,
1954,Bob Peterson,F,12,3,15,2,2,0,
1954,Bob Peterson,F,2,0,7,2,1,0,
1954,Bob Peterson,F,10,3,8,2,3,1,
1954,James Phelan,G,5,2,3,1,1,1,
1954,Andy Phillip*,PG,265,449,751,11,4,6,
1954,Jim Pollard*,SF,500,214,831,12,7,3,
1954,George Ratkovicz,PF,523,154,570,8,8,2,
1954,Connie Rea,G-F,31,16,23,1,2,1,
1954,Frank Reddout,F,9,0,13,2,1,0,
1954,Arnie Risen*,C,728,120,949,13,10,2,
1954,Al Roges,SF,213,160,570,9,3,2,
1954,Pep Saul,SG,159,139,452,6,2,2,
1954,Fred Schaus,SF,267,109,475,7,4,2,
1954,Fred Schaus,F,50,21,88,4,2,1,
1954,Fred Schaus,SF,217,88,387,9,5,2,
1954,Dolph Schayes*,C,870,214,1228,17,12,3,
1954,Dick Schnittker,SF,178,59,330,5,3,1,
1954,Fred Scolari,PG,139,131,462,7,2,2,
1954,George Senesky,PG,66,84,111,2,1,1,
1954,Paul Seymour,SG,291,364,931,13,4,5,
1954,Chuck Share,C,555,80,564,8,8,1,
1954,Chuck Share,C,62,10,36,2,3,0,
1954,Chuck Share,C,493,70,528,11,10,1,
1954,Bill Sharman*,SG,255,229,1155,16,4,3,
1954,Connie Simmons,C,484,128,720,10,7,2,
1954,Zeke Sinicola,G,1,3,11,1,0,0,
1954,Whitey Skoog,SG,224,179,496,7,3,3,
1954,Ed Smith,SF,32,10,35,3,3,1,
1954,Joe Smyth,SF,98,49,131,3,2,1,
1954,Joe Smyth,SF,10,2,15,2,1,0,
1954,Joe Smyth,SF,88,47,116,4,3,1,
1954,Odie Spears,SF,310,109,551,8,4,2,
1954,Don Sunderlage,SG,225,187,760,11,3,3,
1954,Dick Surhoff,PF,69,23,133,4,2,1,
1954,Norm Swanson,SF,110,33,100,2,2,1,
1954,Bill Tosheff,PG,163,196,492,7,2,3,
1954,Hal Uplinger,SG,31,26,86,4,1,1,
1954,Ernie Vandeweghe,SG,20,29,99,7,1,2,
1954,Paul Walther,SG,257,220,421,7,4,3,
1954,Isaac Walthour,G,1,2,2,1,0,1,
1954,Bobby Wanzer*,SG,392,254,958,13,5,4,
1954,Mark Workman,F-C,37,7,56,4,3,1,
1954,George Yardley*,SF,407,99,564,9,6,2,
1954,Max Zaslofsky,SG,160,154,811,12,2,2,
1954,Max Zaslofsky,SG,43,33,180,16,4,3,
1954,Max Zaslofsky,SG,28,23,136,15,3,3,
1954,Max Zaslofsky,SG,89,98,495,11,2,2,
1954,Zeke Zawoluk,SF,330,99,592,8,5,1,
,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
1955,Don Anielak,F,2,0,3,3,2,0,
1955,Paul Arizin*,SF,675,210,1512,21,9,3,
1955,Jim Baechtold,SF,307,218,1003,14,4,3,
1955,Don Barksdale*,SF,545,129,754,10,8,2,
1955,Bob Brannum,PF,492,127,442,6,7,2,
1955,Carl Braun,SG,295,274,1074,15,4,4,
1955,Tom Brennan,SF,5,2,10,1,0,0,
1955,Frankie Brian,SG,127,142,691,10,2,2,
1955,Bill Calhoun,SG,290,235,454,7,4,3,
1955,Bob Carney,SG,45,16,69,4,2,1,
1955,Fred Christ,G,8,7,20,3,1,1,
1955,Cal Christensen,SF,388,104,352,5,5,1,
1955,Nat Clifton*,PF,612,198,944,13,9,3,
1955,Jack Coleman,PF,729,232,924,13,10,3,
1955,Bert Cook,SG,72,33,118,3,2,1,
1955,Chuck Cooper,PF,385,151,573,8,6,2,
1955,Larry Costello,PG,49,78,118,6,3,4,
1955,Bob Cousy*,PG,424,557,1504,21,6,8,
1955,Bob Davies*,PG,205,355,872,12,3,5,
1955,Walt Davis,C,206,36,175,3,3,1,
1955,George Dempsey,SG,236,174,352,7,5,4,
1955,Fred Diute,SG,13,4,11,2,2,1,
1955,Dick Farley,SG,167,111,408,6,2,2,
1955,Ray Felix,C,818,67,1038,14,11,1,
1955,Danny Finn,PG,157,155,207,5,4,4,
1955,Larry Foust,C,700,118,1189,17,10,2,
1955,Jim Fritsche,PF,32,4,45,3,2,0,
1955,Bill Gabor,SG,5,11,17,6,2,4,
1955,Harry Gallatin*,PF,995,176,1053,15,14,2,
1955,Jack George,PG,302,359,774,11,4,5,
1955,Joe Graboski,PF,636,182,954,14,9,3,
1955,Chuck Grigsby,G,11,7,16,2,2,1,
1955,Alex Hannum*,PF,245,105,313,6,5,2,
1955,Rollen Hans,SG,16,26,73,6,1,2,
1955,Bob Harrison,PG,226,252,724,10,3,4,
1955,Herm Hedderick,G,4,2,4,1,1,0,
1955,Don Henriksen,PF,484,111,415,6,7,2,
1955,Don Henriksen,F-C,49,32,107,8,4,2,
1955,Don Henriksen,PF,435,79,308,6,8,1,
1955,Lew Hitch,F-C,438,125,449,6,6,2,
1955,Paul Hoffman,G-F,124,94,194,5,3,2,
1955,Jim Holstein,SF,206,58,281,5,3,1,
1955,Bob Houbregs*,C-F,297,86,425,7,5,1,
1955,Mel Hutchins,PF,665,247,864,12,9,3,
1955,Neil Johnston*,C,1085,215,1631,23,15,3,
1955,Ed Kalafat,PF,317,75,347,5,4,1,
1955,Mike Kearns,PG,3,5,1,0,1,1,
1955,Billy Kenville,SG,247,150,498,7,4,2,
1955,Red Kerr,C,474,80,754,10,7,1,
1955,Dan King,F,25,3,19,2,2,0,
1955,George King,PG,227,331,596,9,3,5,
1955,Bob Knight,G-F,1,8,7,4,1,4,
1955,Earl Lloyd*,SF,553,151,731,10,8,2,
1955,Clyde Lovellette*,C,802,100,1311,19,11,1,
1955,Ed Macauley*,C,600,275,1248,18,8,4,
1955,Ronnie MacGilvray,PG,9,11,8,1,2,2,
1955,Tom Marshall,SF,256,111,577,8,4,2,
1955,Phil Martin,SF,10,6,12,2,1,1,
1955,Slater Martin*,PG,260,427,976,14,4,6,
1955,Ken McBride,SG,31,14,117,10,3,1,
1955,Alfred McGuire*,PG,9,8,23,2,1,1,
1955,Dick McGuire*,PG,322,542,647,9,5,8,
1955,Jack McMahon,PG,211,246,645,9,3,3,
1955,Carl McNulty,SG,0,0,2,2,0,0,
1955,Monk Meineke,PF,246,64,391,6,4,1,
1955,Vern Mikkelsen*,PF,722,145,1327,19,10,2,
1955,Jackie Moore,F,105,20,110,5,5,1,
1955,Red Morrison,C,451,82,312,4,6,1,
1955,Ken Murray,G-F,179,224,472,7,3,3,
1955,Boris Nachamkin,F,19,3,20,3,3,1,
1955,Jim Neal,C,47,9,38,3,4,1,
1955,Jack Nichols,PF,533,144,636,10,8,2,
1955,Wally Osterkorn,SF,70,17,56,3,4,1,
1955,Togo Palazzi,SG,146,30,247,5,3,1,
1955,Bob Peterson,PF,154,31,154,4,4,1,
1955,Bob Pettit*,PF,994,229,1466,20,14,3,
1955,Andy Phillip*,PG,290,491,617,10,5,8,
1955,Jim Pollard*,SF,458,160,681,11,7,3,
1955,Frank Ramsey*,SF,402,185,715,11,6,3,
1955,George Ratkovicz,PF,17,13,16,2,2,1,
1955,Arnie Risen*,C,703,112,797,12,10,2,
1955,Red Rocha,C,489,178,812,11,7,2,
1955,Al Roges,G-F,24,19,61,4,1,1,
1955,Dick Rosenthal,SF,300,153,524,8,4,2,
1955,Pep Saul,SG,134,104,287,4,2,2,
1955,Dolph Schayes*,PF,887,213,1333,19,12,3,
1955,Dick Schnittker,SF,349,114,750,10,5,2,
1955,Fred Scolari,PG,77,93,191,3,1,2,
1955,Frank Selvy,G-F,394,245,1348,19,6,3,
1955,Paul Seymour,SG,309,483,1050,15,4,7,
1955,Chuck Share,C,684,84,821,12,10,1,
1955,Bill Sharman*,SG,302,280,1253,18,4,4,
1955,Gene Shue,PG,154,89,259,4,2,1,
1955,Gene Shue,PG,10,11,11,2,2,2,
1955,Gene Shue,PG,144,78,248,4,3,1,
1955,Connie Simmons,C-F,220,61,346,10,6,2,
1955,Whitey Skoog,SG,303,251,785,11,4,3,
1955,Odie Spears,SF,299,148,672,9,4,2,
1955,Art Spoelstra,C,285,58,426,6,4,1,
1955,Don Sunderlage,SG,56,37,114,3,1,1,
1955,Jim Tucker,PF,97,12,105,5,5,1,
1955,Jack Turner,SF,154,77,282,4,2,1,
1955,Paul Walther,SG,155,131,166,2,2,2,
1955,Bobby Wanzer*,SG,374,247,942,13,5,3,
1955,Bobby Watson,G,87,79,175,3,1,1,
1955,Skippy Whitaker,PG,1,1,2,1,0,0,
1955,George Yardley*,SF,594,126,1036,17,10,2,
1955,Max Zaslofsky,SG,191,203,785,11,3,3,
1955,Zeke Zawoluk,PF,256,87,431,6,4,1,
,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
1956,Paul Arizin*,SF,539,189,1741,24,7,3,
1956,Jesse Arnelle,PF,170,18,147,5,5,1,
1956,Dick Atha,SG,42,32,93,4,2,1,
1956,Jim Baechtold,SF,220,163,769,11,3,2,
1956,Ernie Barrett,SG,243,174,507,7,3,2,
1956,Ernie Beck,SG,196,79,348,5,3,1,
1956,Don Bielke,C,9,1,14,2,1,0,
1956,Carl Braun,SG,259,298,1112,15,4,4,
1956,Frankie Brian,PG,88,74,228,6,2,2,
1956,Nat Clifton*,PF,386,151,561,9,6,2,
1956,Jack Coleman,PF,688,294,957,13,9,4,
1956,Jack Coleman,PF,344,147,479,14,10,4,
1956,Jack Coleman,PF,344,147,478,12,8,4,
1956,Ed Conlin,SF,326,145,543,8,5,2,
1956,Chuck Cooper,SF,239,89,302,5,4,1,
1956,Chuck Cooper,F,138,61,178,5,4,2,
1956,Chuck Cooper,SF,101,28,124,4,3,1,
1956,Bob Cousy*,PG,492,642,1356,19,7,9,
1956,Red Davis,C,4,1,2,1,1,0,
1956,Walt Davis,PF,276,56,323,5,4,1,
1956,George Dempsey,PG,264,205,340,5,4,3,
1956,Corky Devlin,SG,171,138,546,8,2,2,
1956,Walter Dukes,C,443,39,465,8,7,1,
1956,Dick Farley,SG,165,151,479,7,2,2,
1956,Ron Feiereisel,G,6,6,30,3,1,1,
1956,Ray Felix,C,623,47,885,12,9,1,
1956,Al Ferrari,SF,186,163,546,8,3,2,
1956,Ed Fleming,SG,489,197,889,13,7,3,
1956,Larry Foust,C,648,127,1166,16,9,2,
1956,Harry Gallatin*,SF,740,168,1002,14,10,2,
1956,Dick Garmaker,SG,132,104,388,6,2,2,
1956,Jack George,PG,313,457,1000,14,4,6,
1956,Tom Gola*,SG,616,404,732,11,9,6,
1956,Joe Graboski,PF,642,190,1034,14,9,3,
1956,Alex Hannum*,PF,344,157,385,5,5,2,
1956,Chris Harris,SG,44,44,101,2,1,1,
1956,Chris Harris,SG,18,18,41,3,1,1,
1956,Chris Harris,SG,26,26,60,2,1,1,
1956,Bob Harrison,PG,195,277,617,9,3,4,
1956,Dick Hemric,PF,399,60,499,7,6,1,
1956,Larry Hennessy,SG,49,46,196,4,1,1,
1956,Lew Hitch,PF,283,77,288,4,4,1,
1956,Jim Holstein,F-G,76,38,72,3,3,1,
1956,Johnny Horan,F,10,2,34,2,1,0,
1956,Johnny Horan,F,4,1,22,3,1,0,
1956,Johnny Horan,F,6,1,12,1,1,0,
1956,Bob Houbregs*,C,414,159,777,11,6,2,
1956,Mel Hutchins,PF,496,180,792,12,8,3,
1956,Neil Johnston*,C,872,225,1547,22,12,3,
1956,Ed Kalafat,SF,440,130,574,8,6,2,
1956,Billy Kenville,PG,215,159,535,7,3,2,
1956,Red Kerr,C,607,84,961,13,8,1,
1956,George King,PG,250,410,744,10,3,6,
1956,Earl Lloyd*,SF,492,116,612,9,7,2,
1956,Jim Loscutoff,SF,622,65,591,8,9,1,
1956,Clyde Lovellette*,C,992,164,1526,21,14,2,
1956,Ed Macauley*,C,422,211,1240,17,6,3,
1956,Slater Martin*,PG,260,445,947,13,4,6,
1956,Dick McGuire*,PG,220,362,425,7,4,6,
1956,Jack McMahon,PG,180,222,514,7,3,3,
1956,Jack McMahon,G,85,115,255,8,3,3,
1956,Jack McMahon,PG,95,107,259,7,3,3,
1956,Monk Meineke,PF,316,102,489,7,5,1,
1956,Chuck Mencel,PG,110,132,318,5,2,2,
1956,George Mikan*,C,308,53,390,11,8,1,
1956,Vern Mikkelsen*,PF,608,173,962,13,8,2,
1956,Jackie Moore,SF,117,26,132,2,2,0,
1956,Red Morrison,C,345,53,222,3,5,1,
1956,Jack Nichols,PF,625,160,860,14,10,3,
1956,Chuck Noble,SG,261,282,686,10,4,4,
1956,Togo Palazzi,SF,182,42,375,6,3,1,
1956,Med Park,SF,94,40,150,4,2,1,
1956,Bob Peterson,SF,223,44,310,5,4,1,
1956,Bob Pettit*,C,1164,189,1849,26,16,3,
1956,Andy Phillip*,PG,257,410,408,6,4,6,
1956,Richie Regan,PG,174,222,565,8,2,3,
1956,Dick Ricketts,PF,490,206,608,9,7,3,
1956,Dick Ricketts,PF,196,82,243,8,7,3,
1956,Dick Ricketts,PF,294,124,365,9,8,3,
1956,Arnie Risen*,C,553,88,548,8,8,1,
1956,Red Rocha,C,416,131,720,10,6,2,
1956,Bob Santini,F,3,1,11,3,1,0,
1956,Bob Schafer,SG,71,53,224,4,1,1,
1956,Bob Schafer,SG,13,9,31,3,1,1,
1956,Bob Schafer,SG,58,44,193,5,1,1,
1956,Dolph Schayes*,PF,891,200,1472,20,12,3,
1956,Dick Schnittker,SF,296,142,812,11,4,2,
1956,Kenny Sears,PF,616,114,896,13,9,2,
1956,Frank Selvy,SG,54,35,187,11,3,2,
1956,Paul Seymour,SG,152,276,642,11,3,5,
1956,Chuck Share,C,774,131,976,14,11,2,
1956,Bill Sharman*,SG,259,339,1434,20,4,5,
1956,Gene Shue,PG,212,179,661,9,3,2,
1956,Connie Simmons,PF,235,82,366,5,3,1,
1956,Whitey Skoog,SG,291,255,835,12,4,4,
1956,Odie Spears,SF,231,121,491,7,3,2,
1956,Art Spoelstra,C,436,95,615,9,6,1,
1956,Jack Stephens,SG,377,207,743,10,5,3,
1956,Maurice Stokes*,C,1094,328,1125,17,16,5,
1956,Jim Tucker,PF,232,38,268,4,3,1,
1956,Jack Twyman*,SF,466,171,1038,14,6,2,
1956,Ernie Vandeweghe,F-G,13,12,22,4,3,2,
1956,Bobby Wanzer*,PG,272,225,749,10,4,3,
1956,Bob Williams,F,54,7,66,3,3,0,
1956,George Yardley*,SF,686,159,1233,17,10,2,
1956,Max Zaslofsky,SG,16,16,88,10,2,2,
,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
1957,Forest Able,G,1,1,0,0,1,1,
1957,Paul Arizin*,SF,561,150,1817,26,8,2,
1957,Bob Armstrong,C-F,39,3,28,1,2,0,
1957,Jim Baechtold,SF,80,33,216,5,2,1,
1957,John Barber,F,6,0,7,1,1,0,
1957,Ernie Beck,SG,312,190,501,7,4,3,
1957,Irv Bemoras,SF,127,46,318,5,2,1,
1957,Gary Bergen,C,8,1,8,1,1,0,
1957,Al Bianchi,PG,227,106,563,8,3,2,
1957,Carl Braun,PG,259,256,1001,14,4,4,
1957,Bob Burrow,C,293,41,404,6,4,1,
1957,Nat Clifton*,PF,557,164,762,11,8,2,
1957,Jack Coleman,PF,645,159,755,10,9,2,
1957,Ed Conlin,SG,430,205,953,13,6,3,
1957,Larry Costello,PG,323,236,547,8,4,3,
1957,Bob Cousy*,PG,309,478,1319,21,5,7,
1957,Walt Davis,PF,306,52,430,7,5,1,
1957,George Dempsey,PG,251,136,323,5,4,2,
1957,Corky Devlin,SG,146,141,477,7,2,2,
1957,Walter Dukes,C,794,54,720,10,11,1,
1957,Ray Felix,C,587,36,867,12,8,1,
1957,Ed Fleming,SG,183,81,357,7,4,2,
1957,Larry Foust,C,555,71,759,12,9,1,
1957,Harry Gallatin*,PF,725,85,1079,15,10,1,
1957,Dick Garmaker,SG,336,190,1177,16,5,3,
1957,Jack George,SG,318,307,706,11,5,5,
1957,Joe Graboski,PF,614,140,1032,14,9,2,
1957,Si Green,SG,67,47,149,11,5,4,
1957,Richie Guerin*,SG,334,182,695,10,5,3,
1957,Cliff Hagan*,SF,247,86,368,5,4,1,
1957,Alex Hannum*,F-C,158,28,191,3,3,0,
1957,Bob Harrison,G,156,161,579,9,2,2,
1957,Tom Heinsohn*,PF,705,117,1163,16,10,2,
1957,Dick Hemric,PF,304,42,364,5,5,1,
1957,Larry Hennessy,SG,45,27,135,6,2,1,
1957,Lew Hitch,PF,253,40,285,4,4,1,
1957,Lew Hitch,PF,119,15,145,5,4,1,
1957,Lew Hitch,PF,134,25,140,4,4,1,
1957,Joe Holup,SF,279,84,524,7,4,1,
1957,Bob Hopkins,C,233,22,354,6,4,0,
1957,Bob Houbregs*,C,401,113,673,11,7,2,
1957,Mel Hutchins,PF,571,210,890,12,8,3,
1957,Neil Johnston*,C,855,203,1575,23,12,3,
1957,Phil Jordon,C-F,34,2,44,5,4,0,
1957,Ed Kalafat,SF,425,105,553,9,7,2,
1957,Billy Kenville,SG,324,172,582,8,5,2,
1957,Red Kerr,C,807,90,891,12,11,1,
1957,Hal Lear,G,1,1,4,1,0,0,
1957,Slick Leonard*,PG,220,169,792,11,3,2,
1957,Earl Lloyd*,SF,435,114,646,9,6,2,
1957,Jim Loscutoff,SF,730,89,744,11,10,1,
1957,Clyde Lovellette*,C,932,139,1434,21,14,2,
1957,Ed Macauley*,PF,440,202,1187,16,6,3,
1957,Tom Marshall,SF,83,31,159,4,2,1,
1957,Slater Martin*,PG,288,269,718,11,4,4,
1957,Slater Martin*,PG,42,39,110,8,3,3,
1957,Slater Martin*,PG,246,230,608,11,5,4,
1957,Johnny McCarthy,PG,201,107,476,7,3,1,
1957,Dick McGuire*,PG,146,222,385,5,2,3,
1957,Jack McMahon,SG,222,367,620,9,3,5,
1957,Chuck Mencel,PG,237,201,665,9,3,3,
1957,Vern Mikkelsen*,PF,630,121,986,14,9,2,
1957,Jackie Moore,SF,116,21,123,2,2,0,
1957,Willie Naulls,PF,617,84,718,10,9,1,
1957,Willie Naulls,F-C,167,22,195,10,9,1,
1957,Willie Naulls,PF,450,62,523,10,9,1,
1957,Jack Nichols,PF,374,85,498,8,6,1,
1957,Chuck Noble,SG,135,180,476,9,3,3,
1957,Togo Palazzi,SF,262,49,556,9,4,1,
1957,Togo Palazzi,SF,75,8,105,5,4,0,
1957,Togo Palazzi,SF,187,41,451,11,4,1,
1957,Med Park,SG,200,94,344,5,3,1,
1957,Jim Paxson,SF,266,86,446,6,4,1,
1957,Bob Pettit*,C,1037,133,1755,25,15,2,
1957,Andy Phillip*,PG,181,168,298,4,3,3,
1957,Dave Piontek,SF,351,108,636,9,5,2,
1957,Frank Ramsey*,SG,178,67,418,12,5,2,
1957,Jim Ray,G,5,3,7,2,1,1,
1957,Richie Regan,PG,205,222,696,10,3,3,
1957,Dick Ricketts,C,437,127,804,11,6,2,
1957,Arnie Risen*,C,286,53,344,8,7,1,
1957,Red Rocha,C,272,81,381,5,4,1,
1957,Dick Rosenthal,SF,52,17,51,3,3,1,
1957,Bill Russell*,C,943,88,706,15,20,2,
1957,Don Savage,F-G,7,2,18,4,1,0,
1957,Bob Schafer,SG,11,15,49,4,1,1,
1957,Dolph Schayes*,PF,1008,229,1617,22,14,3,
1957,Dick Schnittker,SF,185,52,386,6,3,1,
1957,Kenny Sears,SF,614,101,1069,15,9,1,
1957,Paul Seymour,PG,130,193,387,6,2,3,
1957,Chuck Share,C,642,79,739,10,9,1,
1957,Bill Sharman*,SG,286,236,1413,21,4,4,
1957,Ron Shavlik,F,22,0,10,1,3,0,
1957,Gene Shue,PG,421,238,787,11,6,3,
1957,Whitey Skoog,SG,72,76,200,9,3,3,
1957,Ron Sobie,SG,326,129,484,7,5,2,
1957,Odie Spears,G,15,7,43,4,1,1,
1957,Art Spoelstra,C,220,56,522,8,3,1,
1957,Norm Stewart,F,5,2,10,2,1,0,
1957,Maurice Stokes*,PF,1256,331,1124,16,17,5,
1957,Bill Thieben,PF,207,17,237,4,4,0,
1957,Lou Tsioropoulos,SF,207,33,227,4,4,1,
1957,Jim Tucker,PF,20,2,34,4,2,0,
1957,Jack Twyman*,SG,354,123,1174,16,5,2,
1957,Bobby Wanzer*,SG,25,9,82,4,1,0,
1957,Bob Williams,F,5,0,4,1,1,0,
1957,George Yardley*,SF,755,147,1547,21,10,2,
,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
1958,Paul Arizin*,SF,503,135,1406,21,7,2,
1958,Dick Atha,SG,24,19,44,2,1,1,
1958,Ernie Beck,SG,307,190,714,10,4,3,
1958,Al Bianchi,SG,221,114,570,8,3,2,
1958,Doug Bolstorff,G,0,0,4,1,0,0,
1958,Carl Braun,PG,330,393,1173,17,5,6,
1958,George Brown,F,1,0,1,1,1,0,
1958,Bob Burrow,C,64,6,55,4,5,0,
1958,Nat Clifton*,PF,403,76,525,8,6,1,
1958,Jack Coleman,PF,485,117,546,8,7,2,
1958,Ed Conlin,SF,436,133,901,15,7,2,
1958,Larry Costello,PG,378,317,1076,15,5,4,
1958,Bob Cousy*,PG,322,463,1167,18,5,7,
1958,Walt Davis,PF,174,29,231,4,3,0,
1958,Walt Davis,PF,88,18,104,3,3,1,
1958,Walt Davis,PF,86,11,127,5,3,0,
1958,George Dempsey,PG,214,128,294,4,3,2,
1958,Corky Devlin,SG,132,167,473,7,2,2,
1958,Dick Duckett,PG,56,47,132,4,2,1,
1958,Walter Dukes,C,954,52,803,11,13,1,
1958,Pat Dunn,SG,31,28,70,3,1,1,
1958,Bill Ebben,G,8,4,15,2,1,1,
1958,Bo Erias,SF,83,26,148,8,5,1,
1958,Ray Felix,C,747,52,879,12,10,1,
1958,Ed Fleming,SF,492,139,633,9,7,2,
1958,Larry Foust,C,876,108,1210,17,12,2,
1958,Larry Friend,SG,106,47,175,4,2,1,
1958,Harry Gallatin*,PF,749,86,1072,15,10,1,
1958,Dick Garmaker,SG,365,183,1094,16,5,3,
1958,Jack George,PG,288,234,642,9,4,3,
1958,Tom Gola*,SG,639,327,813,14,11,6,
1958,Joe Graboski,PF,570,125,909,13,8,2,
1958,Richie Guerin*,SG,489,317,1041,17,8,5,
1958,Cliff Hagan*,SF,707,175,1391,20,10,3,
1958,Bob Harrison,SG,166,169,517,7,2,2,
1958,Tom Heinsohn*,PF,705,125,1230,18,10,2,
1958,Joe Holup,SF,221,36,253,5,4,1,
1958,Joe Holup,SF,23,13,44,3,1,1,
1958,Joe Holup,SF,198,23,209,6,5,1,
1958,Bob Hopkins,PF,392,45,565,8,6,1,
1958,Bob Houbregs*,PF,65,19,128,8,4,1,
1958,Hot Rod,SG,186,121,452,7,3,2,
1958,Mel Hutchins,PF,86,34,126,7,5,2,
1958,McCoy Ingram,PF,116,20,67,3,5,1,
1958,Neil Johnston*,C,790,166,1388,20,11,2,
1958,Sam Jones*,SG,160,37,260,5,3,1,
1958,Phil Jordon,C,301,37,450,8,5,1,
1958,Phil Jordon,C-F,24,5,37,3,2,0,
1958,Phil Jordon,C,277,32,413,9,6,1,
1958,Billy Kenville,SG,102,66,258,7,3,2,
1958,Red Kerr,C,963,88,1094,15,13,1,
1958,George King,PG,306,337,610,10,5,5,
1958,Jim Krebs,C,502,27,533,8,7,0,
1958,Slick Leonard*,PG,237,218,737,11,4,3,
1958,Earl Lloyd*,SF,287,60,317,5,5,1,
1958,Jim Loscutoff,SF,20,1,23,5,4,0,
1958,Clyde Lovellette*,C,862,134,1659,23,12,2,
1958,Ed Macauley*,C,478,143,1019,14,7,2,
1958,Tom Marshall,SF,101,19,152,4,3,1,
1958,Tom Marshall,SF,8,4,21,2,1,0,
1958,Tom Marshall,SF,93,15,131,5,3,1,
1958,Slater Martin*,PG,228,218,722,12,4,4,
1958,Brendan McCann,PG,45,54,69,2,1,2,
1958,Dick McGuire*,PG,291,454,556,8,4,7,
1958,Jack McMahon,SG,195,333,566,8,3,5,
1958,Monk Meineke,PF,226,38,327,5,3,1,
1958,Vern Mikkelsen*,PF,805,166,1248,17,11,2,
1958,Red Morrison,C,26,0,21,2,2,0,
1958,Willie Naulls,SF,799,97,1228,18,12,1,
1958,Jack Nichols,PF,302,63,399,6,4,1,
1958,Chuck Noble,SG,140,153,454,7,2,3,
1958,Togo Palazzi,SF,243,42,579,9,4,1,
1958,Med Park,SG,184,76,384,5,3,1,
1958,Worthy Patterson,G,2,2,7,2,1,1,
1958,Jerry Paulson,G,10,4,20,3,2,1,
1958,Jim Paxson,SG,350,139,659,10,5,2,
1958,Bob Pettit*,PF,1216,157,1719,25,17,2,
1958,Andy Phillip*,PG,158,121,236,3,2,2,
1958,Dave Piontek,SF,254,52,395,6,4,1,
1958,Ray Radziszewski,F,2,1,0,0,2,1,
1958,Frank Ramsey*,SG,504,167,1137,16,7,2,
1958,Richie Regan,SG,175,185,524,7,2,3,
1958,Dick Ricketts,PF,410,114,562,8,6,2,
1958,Arnie Risen*,C,360,50,382,6,6,1,
1958,Lennie Rosenbluth,SF,91,23,235,4,2,0,
1958,Bill Russell*,C,1564,202,1142,17,23,3,
1958,Woody Sauldsberry,PF,729,58,912,13,10,1,
1958,Dolph Schayes*,PF,1022,224,1791,25,14,3,
1958,Dick Schnittker,SF,211,71,457,9,4,1,
1958,Kenny Sears,PF,785,126,1342,19,11,2,
1958,Frank Selvy,SG,88,35,135,4,2,1,
1958,Frank Selvy,G-F,53,16,59,2,2,1,
1958,Frank Selvy,SG,35,19,76,6,3,2,
1958,Paul Seymour,PG,107,93,267,4,2,1,
1958,Chuck Share,C,749,130,622,9,10,2,
1958,Bill Sharman*,SG,295,167,1402,22,5,3,
1958,Ron Shavlik,F,1,0,0,0,1,0,
1958,Gene Shue,SG,333,172,982,16,5,3,
